time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-21T01:19:59.740Z,36.1575,-118.071,1.67,3.47,ml,38,46,0.1043,0.2,ci,ci39796240,2021-02-23T00:02:25.891Z,"15km SSW of Olancha, CA",earthquake,0.21,0.53,0.158,83,reviewed,ci,ci
2021-02-21T00:28:47.615Z,-21.1523,-68.6969,149.9,4.5,mb,,65,0.817,1.14,us,us6000djsf,2021-02-21T01:20:09.886Z,"146 km N of Calama, Chile",earthquake,6.2,6.3,0.163,11,reviewed,us,us
2021-02-21T00:14:21.210Z,-24.2008,-67.0475,180.26,4.8,mb,,87,1.619,0.97,us,us6000djsc,2021-02-21T00:56:00.397Z,"74 km W of San Antonio de los Cobres, Argentina",earthquake,7.2,10.2,0.196,8,reviewed,us,us
2021-02-20T22:13:57.270Z,49.4145,-120.542,-0.37,2.54,ml,7,190,0.5745,0.37,uw,uw61704707,2021-02-21T20:24:00.880Z,"5 km SSW of Princeton, Canada",explosion,1.76,31.61,0.265002676460313,3,reviewed,uw,uw
2021-02-20T21:22:36.211Z,43.6904,-128.0285,10,4.9,mb,,169,2.452,0.76,us,us6000djrq,2021-02-21T18:10:30.139Z,"off the coast of Oregon",earthquake,6.9,1.9,0.029,368,reviewed,us,us
2021-02-20T21:15:54.418Z,43.6272,-127.8147,10,5.1,mww,,187,2.585,1.25,us,us6000djrl,2021-02-24T21:25:59.164Z,"281 km W of Bandon, Oregon",earthquake,7.7,1.9,0.054,33,reviewed,us,us
2021-02-20T19:49:46.096Z,-9.1457,-74.8765,10,5,mb,,106,2.567,0.88,us,us6000djr5,2021-02-20T20:22:04.543Z,"30 km SW of Tournavista, Peru",earthquake,6.4,1.9,0.047,146,reviewed,us,us
2021-02-20T14:31:35.280Z,38.2488,-117.7764,10,2.9,ml,,52,0.18,0.43,us,us6000djpq,2021-02-20T15:11:49.040Z,"33 km ESE of Mina, Nevada",earthquake,1.9,2,0.069,28,reviewed,us,us
2021-02-20T10:07:36.132Z,-21.1334,-68.8176,132.6,4.5,mb,,70,0.769,0.73,us,us6000djnu,2021-02-20T18:22:54.886Z,"146 km N of Calama, Chile",earthquake,6.3,7.6,0.145,15,reviewed,us,us
2021-02-20T07:51:35.927Z,34.6161,-96.3418,5,2.7,ml,,103,0.082,0.98,us,us6000djn2,2021-02-20T08:09:11.040Z,"0 km NNE of Centrahoma, Oklahoma",earthquake,1.3,2,0.065,31,reviewed,us,us
2021-02-20T07:11:42.306Z,-37.4636,-72.2597,83.14,4.5,mb,,113,1.031,1.26,us,us6000djmt,2021-02-20T16:25:16.927Z,"8 km E of Los Ángeles, Chile",earthquake,5.3,7.9,0.144,14,reviewed,us,us
2021-02-20T06:44:14.039Z,24.0631,-108.4834,10,4,mb,,207,3.831,0.66,us,us6000djmh,2021-02-20T07:04:17.040Z,"84 km SW of Altata, Mexico",earthquake,10.9,2,0.119,19,reviewed,us,us
2021-02-20T05:32:29.140Z,19.1946,-64.7288,7,3.63,md,15,333,1.5369,0.37,pr,pr2021051001,2021-02-20T07:12:30.040Z,"95 km N of Cruz Bay, U.S. Virgin Islands",earthquake,19.76,19,0.11,13,reviewed,pr,pr
2021-02-20T04:03:58.510Z,32.1925,-115.2485,14,2.77,ml,26,159,0.183,0.25,ci,ci39795712,2021-02-22T22:25:41.641Z,"8km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.65,0.68,0.196,18,reviewed,ci,ci
2021-02-20T03:23:46.724Z,-21.0813,-70.6408,42.41,3.5,ml,,183,0.669,0.79,us,us6000djkc,2021-02-21T22:20:43.663Z,"108 km SSW of Iquique, Chile",earthquake,4,29.8,0.069,28,reviewed,us,us
2021-02-20T03:00:15.877Z,58.0852,-136.8508,6.2,2.7,ml,,,,0.59,ak,ak0212ce7183,2021-02-20T03:30:21.040Z,"32 km WSW of Elfin Cove, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-02-20T02:33:52.010Z,35.7105,-117.5488333,2.93,2.78,ml,55,73,0.1106,0.16,ci,ci39795640,2021-02-22T20:50:29.110Z,"14km WSW of Searles Valley, CA",earthquake,0.11,0.31,0.157,23,reviewed,ci,ci
2021-02-20T01:47:47.690Z,37.371,-104.8253,6.99,2.6,ml,,76,0.25,0.98,us,us6000djjy,2021-02-20T11:36:12.752Z,"15 km WSW of Aguilar, Colorado",earthquake,1.8,4.7,0.062,34,reviewed,us,us
2021-02-20T00:01:26.176Z,23.3951,94.662,101.76,4.1,mb,,147,3.348,1.03,us,us6000djj9,2021-02-20T00:29:23.040Z,"37 km SE of Mawlaik, Myanmar",earthquake,15.2,10.8,0.135,15,reviewed,us,us
2021-02-19T22:38:44.203Z,31.6792,-104.0924,5,2.5,ml,,60,0.26,0.4,us,us6000djii,2021-02-19T23:16:18.040Z,"46 km W of Mentone, Texas",earthquake,1.3,1.8,0.049,54,reviewed,us,us
2021-02-19T18:27:10.386Z,-17.9335,-69.6966,142.16,4.1,mb,,157,0.399,0.8,us,us6000diz4,2021-02-20T00:31:59.899Z,"32 km ESE of Palca, Peru",earthquake,6.6,6.3,0.198,7,reviewed,us,us
2021-02-19T13:56:57.950Z,36.96366667,-98.09383333,7,4.2,mwr,98,96,0,0.15,ok,ok2021dmpg,2021-02-25T12:15:29.015Z,"6 km SW of Manchester, Oklahoma",earthquake,,0.3,,39,reviewed,ok,us
2021-02-19T11:49:05.042Z,-33.2867,-70.3007,108.72,4.1,mwr,,56,0.183,0.53,us,us6000diw5,2021-02-20T04:28:26.101Z,"32 km NE of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",earthquake,3.8,4.4,0.093,11,reviewed,us,us
2021-02-19T10:48:37.798Z,-33.0909,-72.2715,24.79,4.4,mwr,,71,0.536,0.91,us,us6000diw0,2021-02-20T02:46:05.897Z,"60 km W of Valparaíso, Chile",earthquake,4.5,4,0.038,66,reviewed,us,us
2021-02-19T08:52:39.160Z,35.9746667,-117.3208333,2.61,3.03,ml,32,65,0.08891,0.12,ci,ci39794648,2021-02-20T03:24:07.579Z,"24km NNE of Trona, CA",earthquake,0.14,0.37,0.109,134,reviewed,ci,ci
2021-02-19T08:44:36.491Z,38.5651,-118.2344,11.2,2.5,ml,14,53.52,0.379,0.1269,nn,nn00800734,2021-02-19T16:18:30.695Z,"California-Nevada border region",earthquake,,1.2,0.53,10,reviewed,nn,nn
2021-02-19T06:54:30.380Z,-29.3518,-71.5508,36.22,4.9,mwr,,101,0.626,0.85,us,us6000diut,2021-02-19T17:20:24.025Z,"67 km NNW of La Serena, Chile",earthquake,4.7,6.1,0.051,37,reviewed,us,us
2021-02-19T06:34:08.525Z,-0.134,-18.3134,10,5.1,mb,,53,8.691,0.85,us,us6000dius,2021-02-19T06:51:55.040Z,"central Mid-Atlantic Ridge",earthquake,9.4,1.8,0.061,88,reviewed,us,us
2021-02-19T04:13:18.294Z,6.6037,-73.5003,117.75,4.2,mb,,98,0.819,0.54,us,us6000dkqy,2021-02-24T22:58:30.040Z,"10 km S of El Carmen de Chucurí, Colombia",earthquake,6.8,9,0.16,11,reviewed,us,us
2021-02-19T04:08:52.740Z,36.6935,-97.68533333,6.61,2.62,ml,100,52,0,0.18,ok,ok2021dlvw,2021-02-20T01:12:59.589Z,"9 km ESE of Jefferson, Oklahoma",earthquake,,0.4,0.23,40,reviewed,ok,ok
2021-02-19T03:46:07.682Z,-22.0153,-68.5883,139.42,3.7,ml,,69,0.644,0.54,us,us6000diu6,2021-02-19T04:31:26.971Z,"59 km NE of Calama, Chile",earthquake,5.7,9.6,,,reviewed,us,guc
2021-02-19T02:07:47.320Z,19.2813,-65.1343,28,3.35,md,7,331,1.3447,0.3,pr,pr2021050001,2021-02-19T03:15:56.563Z,"106 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.5,24.3,0.04,5,reviewed,pr,pr
2021-02-19T01:35:26.970Z,17.8183,-66.8645,11,3.06,md,16,234,0.1575,0.15,pr,pr2021050000,2021-02-19T02:16:45.040Z,"17 km SSE of Guánica, Puerto Rico",earthquake,0.77,0.54,0.12,11,reviewed,pr,pr
2021-02-19T00:13:20.320Z,37.2335,-118.1611667,8.75,3.37,ml,45,69,0.1842,0.06,nc,nc73524821,2021-02-19T07:06:05.748Z,"14km NE of Big Pine, CA",earthquake,0.31,0.74,0.319,36,reviewed,nc,nc
2021-02-18T23:52:30.474Z,31.6467,-104.3825,5,2.5,ml,,71,0.103,0.68,us,us6000dit9,2021-02-20T00:08:03.310Z,"58 km S of Whites City, New Mexico",earthquake,1.4,1.9,0.048,56,reviewed,us,us
2021-02-18T21:12:19.060Z,17.8081,-68.3936,24,3.4,md,23,232,0.7059,0.47,pr,pr2021049014,2021-02-19T03:17:13.040Z,"67 km SSE of Boca de Yuma, Dominican Republic",earthquake,1.87,17.95,0.12,15,reviewed,pr,pr
2021-02-18T20:58:18.130Z,17.9636,-66.7903,15,2.52,md,16,183,0.2004,0.27,pr,pr2021049012,2021-02-18T21:26:37.807Z,"4 km SE of Indios, Puerto Rico",earthquake,0.77,0.54,0.13,10,reviewed,pr,pr
2021-02-18T19:31:31.475Z,-9.1898,-108.4361,10,5.8,mww,,80,17.862,0.94,us,us6000diqr,2021-02-19T19:34:30.874Z,"central East Pacific Rise",earthquake,6.2,1.8,0.06,27,reviewed,us,us
2021-02-18T18:18:43.306Z,34.0137,68.8535,10,3.7,mb,,230,0.548,1.01,us,us6000dipz,2021-02-20T18:13:06.209Z,"10 km WNW of Baraki Barak, Afghanistan",earthquake,5.8,1.9,0.225,6,reviewed,us,us
2021-02-18T16:07:14.790Z,39.7496667,-120.339,9.59,2.72,md,13,99,0.07689,0.11,nc,nc73524686,2021-02-19T18:41:45.040Z,"10km SSE of Beckwourth, CA",earthquake,0.39,0.69,0.159,45,reviewed,nc,nc
2021-02-18T10:51:30.602Z,-3.9315,-78.8203,98.55,5.2,mb,,147,1.519,1.01,us,us6000dimv,2021-02-18T19:59:27.287Z,"12 km SSW of Yantzaza, Ecuador",earthquake,7.5,7.7,0.028,409,reviewed,us,us
2021-02-18T09:09:47.570Z,19.2523,-68.2411,38,3.68,md,21,259,0.7516,0.99,pr,pr2021049008,2021-02-18T09:59:04.393Z,"76 km NNE of Punta Cana, Dominican Republic",earthquake,6.12,27.17,0.07,8,reviewed,pr,pr
2021-02-18T07:37:20.462Z,28.4596,-100.3325,14.12,3.4,mb_lg,,188,0.838,0.72,us,us6000dilt,2021-02-20T16:28:06.307Z,"6 km SSW of El Indio, Texas",earthquake,4.7,8.4,0.071,52,reviewed,us,us
2021-02-18T07:06:16.337Z,26.8224,55.27,10,4.2,mb,,107,2.049,0.49,us,us6000dilj,2021-02-22T16:01:27.952Z,"48 km NE of Bandar-e Lengeh, Iran",earthquake,7.7,1.9,0.115,21,reviewed,us,us
2021-02-18T06:54:37.940Z,17.9895,-66.9355,9,2.56,md,22,155,0.0581,0.12,pr,pr2021049006,2021-02-18T07:54:29.155Z,"2 km W of Fuig, Puerto Rico",earthquake,0.3,0.49,0.24,13,reviewed,pr,pr
2021-02-18T06:52:25.710Z,18.7805,-67.065,52,2.93,md,13,287,0.3164,0.18,pr,pr2021049004,2021-02-18T07:33:24.268Z,"31 km N of Isabela, Puerto Rico",earthquake,0.79,1.4,0.11,10,reviewed,pr,pr
2021-02-18T06:09:41.510Z,18.3288,-68,170,3.87,md,27,149,0.4239,0.56,pr,pr2021049003,2021-02-18T07:05:22.903Z,"51 km ESE of Punta Cana, Dominican Republic",earthquake,5.21,1.8,0.12,21,reviewed,pr,pr
2021-02-18T05:35:59.180Z,17.9753,-67.0941,8,2.71,md,19,224,0.0347,0.11,pr,pr2021049002,2021-02-18T06:36:51.449Z,"5 km W of La Parguera, Puerto Rico",earthquake,0.54,0.39,0.27,12,reviewed,pr,pr
2021-02-18T05:26:01.600Z,19.1188,-66.4358,19,3.23,md,14,299,0.6485,0.23,pr,pr2021049001,2021-02-18T06:10:32.738Z,"72 km N of Brenas, Puerto Rico",earthquake,4.85,9.67,0.05,9,reviewed,pr,pr
2021-02-18T05:19:51.047Z,8.3222,-82.9068,10,4.2,mb,,196,0.417,0.57,us,us6000dikq,2021-02-18T06:11:14.040Z,"6 km WNW of El Palmar, Panama",earthquake,5.8,2,0.187,10,reviewed,us,us
2021-02-18T03:50:46.430Z,44.4508333,-115.2066667,6.43,2.55,ml,14,79,0.296,0.19,mb,mb80487849,2021-02-18T15:33:35.240Z,"33 km NW of Stanley, Idaho",earthquake,0.39,1.14,0.227,17,reviewed,mb,mb
2021-02-18T03:04:33.005Z,38.1789,23.4604,10,4.4,mb,,66,1.217,0.65,us,us6000dijk,2021-02-18T15:06:37.214Z,"10 km E of Vília, Greece",earthquake,4.2,1.9,0.138,15,reviewed,us,us
2021-02-18T02:20:35.140Z,17.9886,-66.9353,8,2.62,md,20,156,0.0577,0.16,pr,pr2021049000,2021-02-18T02:42:29.156Z,"2 km W of Fuig, Puerto Rico",earthquake,0.33,0.58,0.14,11,reviewed,pr,pr
2021-02-17T23:44:11.690Z,17.9798,-66.7841,19,2.5,md,14,178,0.1887,0.18,pr,pr2021048004,2021-02-18T00:19:12.319Z,"4 km ESE of Indios, Puerto Rico",earthquake,0.78,0.47,0.1,6,reviewed,pr,pr
2021-02-17T21:13:11.900Z,34.0228,26.1252,10,4.2,mb,,127,1.621,0.58,us,us6000dih3,2021-02-17T21:58:33.040Z,"115 km SSE of Ierápetra, Greece",earthquake,6.4,1.9,0.088,36,reviewed,us,us
2021-02-17T21:04:33.153Z,44.7899,-112.4063,9.18,2.6,ml,,33,0.196,0.72,us,us6000diha,2021-02-17T21:48:19.040Z,"22 km NE of Lima, Montana",earthquake,1.5,11.5,0.049,54,reviewed,us,us
2021-02-17T19:56:35.581Z,17.7934,-66.9306,10,2.6,ml,,270,0.205,0.65,us,us6000digg,2021-02-17T20:18:42.040Z,"19 km S of Guánica, Puerto Rico",earthquake,1,2,0.07,27,reviewed,us,us
2021-02-17T18:37:16.600Z,17.9421,-66.9578,6,2.74,md,17,212,0.0852,0.13,pr,pr2021048003,2021-02-17T19:52:41.040Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.46,0.28,0.25,9,reviewed,pr,pr
2021-02-17T18:35:35.701Z,30.8469,51.3838,10,5.4,mww,,30,7.262,0.88,us,us6000difx,2021-02-24T05:03:44.280Z,"27 km NW of Yasuj, Iran",earthquake,7.3,1.8,0.086,13,reviewed,us,us
2021-02-17T17:32:34.787Z,36.6853,70.7041,243.2,4.1,mb,,68,2.531,0.76,us,us6000difj,2021-02-17T19:01:33.040Z,"23 km SSW of Jurm, Afghanistan",earthquake,8.5,9.2,0.135,15,reviewed,us,us
2021-02-17T17:13:04.270Z,19.165,-66.4475,24,3.18,md,10,298,0.6928,0.23,pr,pr2021048002,2021-02-17T17:29:28.232Z,"77 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.1,14.74,0.04,9,reviewed,pr,pr
2021-02-17T16:50:37.320Z,38.3031667,-119.2661667,2.59,2.96,md,35,112,0.1442,0.09,nc,nc73524356,2021-02-19T21:20:00.149Z,"6km NNW of Bridgeport, CA",earthquake,0.32,2.08,0.234,54,reviewed,nc,nc
2021-02-17T15:27:39.350Z,15.0109,-92.5302,100.86,4.5,mb,,173,0.941,0.78,us,us6000dieq,2021-02-24T03:25:48.040Z,"6 km S of Cantón Rancho Nuevo, Mexico",earthquake,6,5.3,0.084,41,reviewed,us,us
2021-02-17T14:36:32.140Z,35.8336667,-120.5561667,8.81,2.74,md,52,56,0.05868,0.08,nc,nc73524311,2021-02-22T09:41:01.040Z,"13km WSW of Parkfield, CA",earthquake,0.14,0.49,0.155,64,reviewed,nc,nc
2021-02-17T12:24:50.880Z,26.6692,92.5423,53.03,4.7,mb,,84,1.259,0.84,us,us6000didl,2021-02-22T20:38:43.827Z,"7 km ESE of Dhekiajuli, India",earthquake,5.7,8.5,0.08,47,reviewed,us,us
2021-02-17T12:14:50.735Z,-29.2919,-69.3942,123.56,4.8,mb,,45,0.915,1.33,us,us6000did1,2021-02-17T20:57:24.608Z,"122 km NNW of San José de Jáchal, Argentina",earthquake,5.6,5.2,0.032,298,reviewed,us,us
2021-02-17T10:58:55.963Z,36.4749,69.7267,158.14,4.1,mb,,79,2.008,1.13,us,us6000dicn,2021-02-17T11:15:32.040Z,"16 km SW of Farkhār, Afghanistan",earthquake,7.1,9,0.14,14,reviewed,us,us
2021-02-17T10:37:56.808Z,-8.436,27.1363,10,4.7,mb,,74,8.569,0.89,us,us6000dicg,2021-02-17T10:56:37.040Z,"164 km ENE of Bukama, Democratic Republic of the Congo",earthquake,6.8,1.9,0.102,29,reviewed,us,us
2021-02-17T09:48:03.003Z,-5.9849,101.8605,10,4.5,mb,,127,1.947,1.18,us,us6000dic6,2021-02-18T00:40:25.569Z,"245 km S of Bengkulu, Indonesia",earthquake,4.5,1.9,0.121,20,reviewed,us,us
2021-02-17T09:13:36.920Z,37.6001667,-122.0043333,4.64,2.56,md,112,25,0.001811,0.15,nc,nc73524246,2021-02-22T02:10:41.548Z,"1km ENE of Union City, CA",earthquake,0.13,0.28,0.148,91,reviewed,nc,nc
2021-02-17T04:38:51.749Z,38.3224,22.0179,10,4.8,mb,,37,0.74,0.7,us,us6000diap,2021-02-18T03:07:28.141Z,"Greece",earthquake,4.3,1.9,0.078,51,reviewed,us,us
2021-02-17T04:10:26.996Z,38.2741,22.1717,10,4.3,mb,,114,0.756,0.37,us,us6000diai,2021-02-18T03:26:54.040Z,"5 km NE of Témeni, Greece",earthquake,5.2,1.2,0.238,5,reviewed,us,us
2021-02-17T03:36:07.081Z,38.4085,22.0192,5.34,5.5,mww,,38,0.66,0.35,us,us6000diae,2021-02-24T05:01:43.512Z,"12 km N of Kamárai, Greece",earthquake,5.5,3.1,0.047,44,reviewed,us,us
2021-02-17T03:25:29.389Z,-25.0938,-71.0691,10,4.2,mwr,,152,0.763,0.63,us,us6000diaa,2021-02-18T02:03:27.581Z,"68 km WNW of Taltal, Chile",earthquake,3.6,1.9,0.057,30,reviewed,us,us
2021-02-17T02:58:09.380Z,18.7791,-66.1428,29,2.96,md,19,264,0.4738,0.22,pr,pr2021048001,2021-02-17T11:30:26.274Z,"34 km N of San Juan, Puerto Rico",earthquake,0.89,3.56,0.13,17,reviewed,pr,pr
2021-02-17T02:33:41.210Z,38.3511,22.0485,10,4.3,mb,,73,0.705,0.74,us,us6000di9z,2021-02-17T02:46:11.040Z,"7 km NE of Kamárai, Greece",earthquake,3.4,1.8,0.126,18,reviewed,us,us
2021-02-17T02:25:43.289Z,34.37816667,-97.42116667,5.85,2.65,ml,95,82,0.04589099462,0.27,ok,ok2021dibl,2021-02-19T15:32:36.106Z,"11 km SE of Ratliff City, Oklahoma",earthquake,,0.5,0.24,22,reviewed,ok,ok
2021-02-17T00:06:14.968Z,37.0472,-104.9837,7.22,2.9,mb_lg,,64,0.177,0.41,us,us6000di7r,2021-02-23T03:39:02.040Z,"12 km SSE of Stonewall Gap, Colorado",earthquake,1.4,5.8,0.057,113,reviewed,us,us
2021-02-16T23:04:18.540Z,18.9455,-66.2846,39,3.01,md,13,291,0.5286,0.18,pr,pr2021047013,2021-02-16T23:36:29.751Z,"53 km N of Brenas, Puerto Rico",earthquake,0.95,2.65,0.05,7,reviewed,pr,pr
2021-02-16T21:15:25.970Z,17.9263,-66.8083,10,2.9,md,22,195,0.0861,0.13,pr,pr2021047012,2021-02-16T21:31:34.721Z,"7 km S of Indios, Puerto Rico",earthquake,0.45,0.52,0.16,19,reviewed,pr,pr
2021-02-16T20:36:52.166Z,11.987,94.5015,10,4.7,mb,,45,5.195,0.83,us,us6000di5y,2021-02-18T23:00:08.040Z,"194 km E of Port Blair, India",earthquake,7.9,1.8,0.057,99,reviewed,us,us
2021-02-16T18:53:55.030Z,19.1366,-66.5543,26,3.03,md,11,275,0.9521,0.28,pr,pr2021047010,2021-02-16T19:29:59.380Z,"75 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.36,19.31,0.07,6,reviewed,pr,pr
2021-02-16T16:58:43.270Z,38.0711667,-112.7621667,5.24,2.55,ml,19,56,0.2266,0.14,uu,uu60427162,2021-02-17T05:39:05.867Z,"20 km N of Paragonah, Utah",earthquake,0.43,0.91,0.069,9,reviewed,uu,uu
2021-02-16T13:17:00.770Z,17.9658,-66.977,6,2.79,md,16,185,0.0673,0.27,pr,pr2021047007,2021-02-16T13:37:25.496Z,"6 km WSW of Fuig, Puerto Rico",earthquake,0.61,0.38,0.36,8,reviewed,pr,pr
2021-02-16T12:56:17.130Z,17.964,-66.9805,6,3.49,md,21,187,0.064,0.21,pr,pr2021047005,2021-02-22T08:07:35.990Z,"7 km E of La Parguera, Puerto Rico",earthquake,0.43,0.3,0.08,12,reviewed,pr,pr
2021-02-16T09:14:54.509Z,28.4148,-100.3948,5,2.5,mb_lg,,193,0.886,0.98,us,us6000di0k,2021-02-22T07:44:18.040Z,"11 km N of Guerrero, Mexico",earthquake,2.8,2,0.117,19,reviewed,us,us
2021-02-16T08:00:59.518Z,2.2059,-101.8105,10,4.7,mb,,191,15.591,0.51,us,us6000di0f,2021-02-16T09:07:50.040Z,"Galapagos Triple Junction region",earthquake,14.7,1.9,0.068,66,reviewed,us,us
2021-02-16T06:46:26.883Z,-21.1758,-67.2654,196.37,4.4,mb,,63,1.941,0.47,us,us6000dhzw,2021-02-16T08:36:11.040Z,"91 km SSW of Uyuni, Bolivia",earthquake,4,8,0.075,51,reviewed,us,us
2021-02-16T06:24:11.654Z,38.9981,26.0232,12.81,4.4,mb,,77,0.69,0.67,us,us6000dhzt,2021-02-16T11:09:24.040Z,"16 km WSW of Polichnítos, Greece",earthquake,4.7,5.6,0.144,14,reviewed,us,us
2021-02-16T05:14:30.517Z,-31.9948,-71.7092,19.22,4.4,mb,,164,0.625,0.4,us,us6000dhyz,2021-02-16T23:44:58.837Z,"64 km SW of Illapel, Chile",earthquake,3.2,5.1,0.169,10,reviewed,us,us
2021-02-16T05:10:23.356Z,-6.2629,103.5916,34.78,4.9,mb,,151,1.993,0.66,us,us6000dhz0,2021-02-16T05:28:03.040Z,"206 km WSW of Bandar Lampung, Indonesia",earthquake,9.8,6.3,0.104,29,reviewed,us,us
2021-02-16T03:49:32.516Z,-20.8049,-68.4385,171.41,4.1,mb,,100,0.941,0.4,us,us6000dhyh,2021-02-16T22:11:41.040Z,"166 km WSW of Colchani, Bolivia",earthquake,6.2,9.3,0.198,7,reviewed,us,us
2021-02-16T03:40:17.510Z,18.2698,-67.2971,75,2.7,md,17,161,0.1611,0.2,pr,pr2021047002,2021-02-16T04:35:23.539Z,"7 km SW of Stella, Puerto Rico",earthquake,1.26,0.89,0.12,10,reviewed,pr,pr
2021-02-16T01:31:29.599Z,8.6072,-83.2357,16.13,4.6,mb,,112,0.211,0.64,us,us6000dhxt,2021-02-16T03:40:59.307Z,"13 km W of Golfito, Costa Rica",earthquake,7,5,0.07,61,reviewed,us,us
2021-02-15T22:58:16.453Z,-5.5384,102.3885,35,4.1,mb,,201,1.299,0.39,us,us6000djh3,2021-02-23T01:12:27.040Z,"192 km SSW of Pagar Alam, Indonesia",earthquake,4.7,2,0.213,6,reviewed,us,us
2021-02-15T22:43:07.278Z,-20.1086,-70.225,39.87,3.6,ml,,171,0.456,0.82,us,us6000dhx8,2021-02-23T01:13:20.479Z,"13 km NW of Iquique, Chile",earthquake,4.2,9.2,0.069,28,reviewed,us,us
2021-02-15T21:56:51.000Z,17.8115,-66.8528,7,2.74,md,18,234,0.1657,0.16,pr,pr2021046013,2021-02-15T22:16:46.754Z,"18 km SSE of Guánica, Puerto Rico",earthquake,0.42,0.51,0.06,13,reviewed,pr,pr
2021-02-15T20:53:53.860Z,37.5063333,-118.8296667,4.89,2.5,md,31,66,0.08355,0.03,nc,nc73523661,2021-02-18T10:02:05.896Z,"15km WSW of Toms Place, CA",earthquake,0.24,0.77,0.266,33,reviewed,nc,nc
2021-02-15T20:48:52.500Z,-3.816,-77.1235,90.48,4.6,mb,,124,2.517,0.63,us,us6000dhvx,2021-02-16T19:44:19.040Z,"85 km WSW of Alianza Cristiana, Peru",earthquake,4.9,9,0.058,89,reviewed,us,us
2021-02-15T19:17:28.381Z,44.4365,-115.216,10,2.7,ml,,117,0.288,0.36,us,us6000dhv5,2021-02-16T18:46:20.169Z,"32 km NW of Stanley, Idaho",earthquake,1.4,2,0.046,62,reviewed,us,us
2021-02-15T15:36:28.530Z,17.9291,-66.7071,6,3.08,md,22,192,0.152,0.31,pr,pr2021046011,2021-02-15T17:36:07.040Z,"7 km S of Tallaboa, Puerto Rico",earthquake,0.65,0.38,0.18,13,reviewed,pr,pr
2021-02-15T14:23:11.910Z,51.5969,100.2745,10,4.9,mb,,51,2.101,0.46,us,us6000dhtx,2021-02-22T19:19:09.040Z,"28 km WNW of Turt, Mongolia",earthquake,8.7,1.9,0.064,76,reviewed,us,us
2021-02-15T13:53:17.275Z,9.1314,93.8707,10,4.4,mb,,152,2.742,0.8,us,us6000djgm,2021-02-22T16:49:05.040Z,"Nicobar Islands, India region",earthquake,8,1.9,0.219,8,reviewed,us,us
2021-02-15T13:49:57.575Z,-23.0028,-66.2517,242.73,4.3,mb,,97,1.776,0.44,us,us6000dhtt,2021-02-22T16:35:30.040Z,"63 km WNW of El Aguilar, Argentina",earthquake,9.1,9.9,0.218,6,reviewed,us,us
2021-02-15T13:44:18.826Z,-17.5833,-69.823,10,4.4,mb,,112,0.327,1.05,us,us6000dhts,2021-02-22T16:33:53.040Z,"21 km ESE of Estique, Peru",earthquake,3.2,1.9,0.268,4,reviewed,us,us
2021-02-15T12:53:58.610Z,18.2045,-67.1235,18,2.96,md,17,123,0.0248,0.19,pr,pr2021046010,2021-02-15T23:22:01.466Z,"1 km ENE of Mayagüez, Puerto Rico",earthquake,0.49,0.52,0.24,10,reviewed,pr,pr
2021-02-15T12:12:51.619Z,-8.6501,-74.4636,148.63,4.5,mb,,105,1.966,0.53,us,us6000dht5,2021-02-15T14:16:47.040Z,"29 km SSE of San Fernando, Peru",earthquake,9.7,7.3,0.05,117,reviewed,us,us
2021-02-15T11:02:45.570Z,17.9898,-66.7873,16,2.98,md,21,166,0.0931,0.25,pr,pr2021046008,2021-02-15T15:32:13.040Z,"3 km S of Guayanilla, Puerto Rico",earthquake,0.7,0.42,0.12,12,reviewed,pr,pr
2021-02-15T10:41:43.584Z,-24.0305,-67.1013,206.87,4.3,mb,,122,1.459,0.48,us,us6000dhsq,2021-02-16T05:36:22.040Z,"82 km WNW of San Antonio de los Cobres, Argentina",earthquake,6.1,16.7,0.306,3,reviewed,us,us
2021-02-15T10:32:46.255Z,-8.6531,-80.8522,29.13,5,mb,,165,5.152,1.21,us,us6000dhsm,2021-02-15T10:52:54.040Z,"193 km WSW of Santiago de Cao, Peru",earthquake,8.5,6,0.033,285,reviewed,us,us
2021-02-15T10:29:40.160Z,17.9195,-66.8146,15,2.5,md,11,225,0.0852,0.14,pr,pr2021046007,2021-02-15T11:28:09.118Z,"8 km S of Indios, Puerto Rico",earthquake,0.71,0.51,0.14,6,reviewed,pr,pr
2021-02-15T09:56:06.673Z,-19.758,-69.4437,95.7,4.7,mb,,56,0.199,0.8,us,us6000dhsc,2021-02-15T15:06:00.772Z,"89 km NE of Iquique, Chile",earthquake,5.4,4.1,0.076,55,reviewed,us,us
2021-02-15T09:28:45.116Z,32.3013,-101.7859,5,3.3,mb_lg,,41,0.671,0.42,us,us6000dhs2,2021-02-15T16:59:01.228Z,"19 km N of Stanton, Texas",earthquake,1.5,1.9,0.047,120,reviewed,us,us
